"","FIELDID","COMID","Method","TotalFish","Total_score","DateSampled","year","month","FinalScore","Intreptation","Branch","StreamName","Richness","DarterCount","SunfishCount","SuckerCount","IntolerantCount","Percent_Tolerant","Percent_Omnivores","Percent_Piscivores","Percent_Lithophilic","Percent_Insectivores","finalwidth_ft","Richness_score","Darter_score","Sunfish_score","Sucker_score","Intolerant_score","Tolerant_score","Omnivore_score","Insectivores_score","Piscivores_score","Lithophilic_score","Latitude","Longitude"
"194","LR-5",10849756,"Seine",126,-2,2014-06-13,2014,6,-2,"acceptable:negative","Lower","Fellows Creek",0,1,2,1,0,85.7142857142857,36.5079365079365,0,15.8730158730159,62.6984126984127,18.5666666666667,-1,-1,0,-1,-1,1,1,1,-1,0,42.300561,-83.4374797
"195","LR-5",10849756,"Seine",141,-2,2015-08-14,2015,8,-2,"acceptable:negative","Lower","Fellows Creek",0,1,5,1,0,90.0709219858156,56.0283687943262,0.709219858156028,24.822695035461,42.5531914893617,18.5666666666667,-1,-1,1,-1,-1,1,1,0,-1,0,42.300561,-83.4374797
"196","LR-5",10849756,"Seine",176,-3,2016-08-25,2016,8,-3,"acceptable:negative","Lower","Fellows Creek",0,1,3,1,0,91.4772727272727,40.3409090909091,0,17.0454545454545,59.6590909090909,18.5666666666667,-1,-1,0,-1,-1,1,1,0,-1,0,42.300561,-83.4374797
"197","LR-5",10849756,"Seine",189,-1,2013-08-10,2013,8,-1,"acceptable:negative","Lower","Fellows Creek",0,1,4,1,0,72.4867724867725,31.7460317460317,0,33.8624338624339,66.6666666666667,18.5666666666667,-1,-1,1,-1,-1,1,1,1,-1,0,42.300561,-83.4374797
"198","LR-5",10849756,"Seine",217,-2,2014-08-22,2014,8,-2,"acceptable:negative","Lower","Fellows Creek",0,2,4,1,0,91.705069124424,25.8064516129032,0,25.3456221198157,72.3502304147465,18.5666666666667,-1,0,1,-1,-1,1,-1,1,-1,0,42.300561,-83.4374797
"199","LR-5",10849756,"Shocking",99,-2,2022-07-11,2022,7,-2,"acceptable:negative","Lower","Fellows Creek",0,1,3,1,0,64.6464646464647,34.3434343434343,0,22.2222222222222,63.6363636363636,18.5666666666667,-1,-1,0,-1,-1,1,1,1,-1,0,42.300561,-83.4374797
"200","LR-6",10849790,"Seine",112,-3,2013-09-06,2013,9,-3,"acceptable:negative","Lower","Lower Rouge",1,2,5,1,1,31.25,11.6071428571429,1.78571428571429,35.7142857142857,81.25,44.1,-1,0,1,-1,-1,-1,-1,1,0,0,42.285,-83.383888
"201","LR-6",10849790,"Seine",32,-4,2014-06-14,2014,6,-12,"poorlowfish","Lower","Lower Rouge",0,2,1,0,0,34.375,31.25,0,21.875,68.75,44.1,-1,0,-1,-1,-1,-1,1,1,-1,0,42.285,-83.383888
"202","LR-6",10849790,"Seine",62,-1,2013-06-07,2013,6,-1,"acceptable:negative","Lower","Lower Rouge",0,2,3,1,0,62.9032258064516,37.0967741935484,0,19.3548387096774,62.9032258064516,44.1,-1,0,0,-1,-1,1,1,1,-1,0,42.285,-83.383888
"203","LR-6",10849790,"Seine",62,-1,2014-08-01,2014,8,-1,"acceptable:negative","Lower","Lower Rouge",0,2,3,1,0,50,19.3548387096774,4.83870967741935,22.5806451612903,75.8064516129032,44.1,-1,0,0,-1,-1,1,-1,1,1,0,42.285,-83.383888
"204","LR-6",10849790,"Shocking",107,-3,2022-06-28,2022,6,-3,"acceptable:negative","Lower","Lower Rouge",1,1,3,2,1,40.1869158878505,27.1028037383178,0.934579439252336,23.3644859813084,71.0280373831776,44.1,-1,-1,0,0,-1,1,-1,1,-1,0,42.285,-83.383888
"205","LR-8",10849778,"Seine",246,0,2014-09-05,2014,9,0,"neutral","Lower","Lower Rouge",1,1,3,1,0,69.1056910569106,51.6260162601626,5.6910569105691,29.2682926829268,34.1463414634146,15,-1,-1,1,-1,-1,1,1,0,1,0,42.295976,-83.541846
"206","LR-8",10849778,"Seine",329,-1,2013-09-13,2013,9,-1,"acceptable:negative","Lower","Lower Rouge",0,1,3,1,0,62.9179331306991,43.4650455927052,2.7355623100304,37.0820668693009,50.4559270516717,15,-1,-1,1,-1,-1,1,1,0,0,0,42.295976,-83.541846
"207","Main1",10848426,"Seine",107,-1,2021-06-11,2021,6,-1,"acceptable:negative","Main","Main Rouge",1,1,4,0,1,44.8598130841121,27.1028037383178,1.86915887850467,42.0560747663551,71.0280373831776,10,-1,-1,1,-1,0,1,-1,1,0,0,42.60991,-83.17984
"208","Main1",10848426,"Seine",179,-2,2016-09-23,2016,9,-2,"acceptable:negative","Main","Main Rouge",1,1,5,1,1,37.9888268156425,26.8156424581006,13.4078212290503,24.0223463687151,53.072625698324,10,-1,-1,1,0,0,-1,-1,0,1,0,42.60991,-83.17984
"209","Main1",10848426,"Seine",316,2,2020-07-30,2020,7,2,"acceptable:postive","Main","Main Rouge",1,1,4,1,1,49.0506329113924,37.6582278481013,6.0126582278481,8.54430379746835,55.379746835443,10,-1,-1,1,0,0,1,1,0,1,0,42.60991,-83.17984
"210","Main10",10849770,"Seine",136,-6,2014-07-21,2014,7,-6,"poor","Main","Main Rouge",2,2,3,0,0,3.67647058823529,2.94117647058824,0.735294117647059,0.735294117647059,96.3235294117647,100.666666666667,-1,0,0,-1,-1,-1,-1,1,-1,-1,42.312949,-83.232347
"211","Main10",10849770,"Seine",186,-5,2013-09-07,2013,9,-5,"poor","Main","Main Rouge",5,2,2,0,1,7.52688172043011,5.3763440860215,0.537634408602151,1.0752688172043,89.7849462365591,100.666666666667,-1,0,0,-1,-1,-1,-1,1,-1,0,42.312949,-83.232347
"212","Main10",10849770,"Seine",258,-5,2011-08-29,2011,8,-5,"poor","Main","Main Rouge",3,1,2,0,1,4.65116279069767,4.26356589147287,5.81395348837209,0,89.922480620155,100.666666666667,-1,-1,0,-1,-1,-1,-1,1,1,-1,42.312949,-83.232347
"213","Main10",10849770,"Seine",306,-6,2013-06-21,2013,6,-6,"poor","Main","Main Rouge",3,1,3,0,0,15.6862745098039,15.0326797385621,0.980392156862745,3.26797385620915,83.3333333333333,100.666666666667,-1,-1,0,-1,-1,-1,-1,1,-1,0,42.312949,-83.232347
"214","Main10",10849770,"Seine",570,-4,2014-09-26,2014,9,-4,"poor","Main","Main Rouge",5,1,4,0,2,3.68421052631579,3.68421052631579,1.57894736842105,0.175438596491228,94.3859649122807,100.666666666667,-1,-1,1,-1,0,-1,-1,1,0,-1,42.312949,-83.232347
"215","Main10",10849770,"Shocking",78,2,2022-07-22,2022,7,2,"acceptable:postive","Main","Main Rouge",8,0,5,2,2,52.5641025641026,50,23.0769230769231,3.84615384615385,15.3846153846154,100.666666666667,-1,-1,1,0,0,1,1,0,1,0,42.312949,-83.232347
"216","Main11",10848598,"Seine",124,-2,2016-09-28,2016,9,-2,"acceptable:negative","Main","Quarton Branch",1,0,4,1,1,33.0645161290323,33.0645161290323,17.741935483871,5.64516129032258,49.1935483870968,21.3333333333333,-1,-1,1,-1,-1,-1,1,0,1,0,42.554445,-83.226312
"217","Main11",10848598,"Shocking",107,-4,2022-06-29,2022,6,-4,"poor","Main","Quarton Branch",1,0,5,1,1,14.018691588785,14.018691588785,23.3644859813084,7.47663551401869,61.6822429906542,21.3333333333333,-1,-1,1,-1,-1,-1,-1,0,1,0,42.554445,-83.226312
"218","Main12n",10849770,"Seine",115,-6,2017-09-29,2017,9,-6,"poor","Main","Main Rouge",1,0,1,1,0,35.6521739130435,35.6521739130435,0,1.73913043478261,53.9130434782609,87.6666666666667,-1,-1,-1,-1,-1,-1,1,0,-1,0,42.30589,-83.221978
"219","Main12n",10849770,"Seine",396,-2,2020-08-07,2020,8,-2,"acceptable:negative","Main","Main Rouge",5,2,4,0,0,13.8888888888889,12.8787878787879,5.05050505050505,1.51515151515152,80.3030303030303,87.6666666666667,-1,0,1,-1,-1,-1,-1,1,1,0,42.30589,-83.221978
"220","Main12n",10849770,"Seine",408,-6,2019-09-06,2019,9,-6,"poor","Main","Main Rouge",5,1,2,0,0,20.343137254902,20.0980392156863,1.47058823529412,0,73.7745098039216,87.6666666666667,-1,-1,0,-1,-1,-1,-1,1,0,-1,42.30589,-83.221978
"221","Main12n",10849770,"Shocking",31,-2,2022-07-22,2022,7,-12,"poorlowfish","Main","Main Rouge",3,0,5,1,0,38.7096774193548,38.7096774193548,9.67741935483871,6.45161290322581,16.1290322580645,87.6666666666667,-1,-1,1,-1,-1,-1,1,0,1,0,42.30589,-83.221978
"222","Main13",10848472,"Seine",247,-4,2016-09-23,2016,9,-4,"poor","Main","Main Rouge",2,1,3,1,1,5.66801619433198,4.04858299595142,1.61943319838057,61.1336032388664,76.1133603238866,23.7333333333333,-1,-1,0,-1,-1,-1,-1,1,0,1,42.59005,-83.18976
"223","Main13",10848472,"Seine",366,-2,2018-06-01,2018,6,-2,"acceptable:negative","Main","Main Rouge",2,1,4,1,1,9.01639344262295,8.19672131147541,3.00546448087432,62.8415300546448,67.75956284153,23.7333333333333,-1,-1,1,-1,-1,-1,-1,1,1,1,42.59005,-83.18976
"224","Main13",10848472,"Shocking",143,0,2022-06-24,2022,6,0,"neutral","Main","Main Rouge",2,1,4,1,1,41.2587412587413,17.4825174825175,4.1958041958042,54.5454545454545,72.7272727272727,23.7333333333333,-1,-1,1,-1,-1,1,-1,1,1,1,42.59005,-83.18976
"225","Main14",10850152,"Seine",219,-5,2017-09-15,2017,9,-5,"poor","Main","Main Rouge",0,1,0,1,0,94.9771689497717,90.8675799086758,0,1.36986301369863,9.1324200913242,35.8933333333333,-1,-1,-1,-1,-1,1,1,-1,-1,0,42.33082,-83.24434
"226","Main15",10848472,"Seine",91,-1,2017-06-24,2017,6,-1,"acceptable:negative","Main","Main Rouge",1,1,3,1,1,62.6373626373626,35.1648351648352,6.59340659340659,25.2747252747253,56.043956043956,19.3095238095238,-1,-1,0,-1,-1,1,1,0,1,0,42.564061,-83.212396
"227","Main16",10848450,"Seine",224,-2,2017-07-14,2017,7,-2,"acceptable:negative","Main","Quarton Branch",2,0,2,1,2,13.8392857142857,13.8392857142857,0,3.57142857142857,85.7142857142857,10,-1,-1,1,0,1,-1,-1,1,-1,0,42.5698649,-83.2571411
"228","Main17",10849364,"Seine",160,-1,2017-06-24,2017,6,-1,"acceptable:negative","Main","Main Rouge",1,2,3,1,1,53.125,33.125,0,55,58.125,20,-1,0,0,-1,-1,1,1,0,-1,1,42.4957582,-83.2765335
"229","Main18",10848472,"Seine",151,2,2017-07-14,2017,7,2,"acceptable:postive","Main","Main Rouge",2,1,4,1,2,47.682119205298,31.7880794701987,3.3112582781457,39.7350993377483,62.2516556291391,15.5666666666667,-1,-1,1,-1,0,1,1,1,1,0,42.581007,-83.197579
"230","Main18",10848472,"Seine",166,-1,2018-06-01,2018,6,-1,"acceptable:negative","Main","Main Rouge",2,1,3,1,2,69.2771084337349,56.0240963855422,0.602409638554217,26.5060240963855,41.566265060241,15.5666666666667,-1,-1,1,-1,0,1,1,0,-1,0,42.581007,-83.197579
"231","Main18",10848472,"Shocking",137,1,2022-06-24,2022,6,1,"acceptable:postive","Main","Main Rouge",1,1,4,1,1,51.8248175182482,32.8467153284672,3.64963503649635,37.2262773722628,63.5036496350365,15.5666666666667,-1,-1,1,-1,-1,1,1,1,1,0,42.581007,-83.197579
"232","Main19",10849462,"Seine",125,0,2018-06-22,2018,6,0,"neutral","Main","Main Rouge",2,2,4,1,2,68,24.8,2.4,36,72.8,28.5,-1,0,1,-1,0,1,-1,1,0,0,42.456957,-83.305917
"233","Main19",10849462,"Shocking",81,2,2022-06-30,2022,6,2,"acceptable:postive","Main","Main Rouge",1,2,4,1,1,44.4444444444444,32.0987654320988,2.46913580246914,66.6666666666667,65.4320987654321,28.5,-1,0,1,-1,-1,1,1,1,0,1,42.456957,-83.305917
"234","Main3",10848472,"Seine",218,-3,2016-09-28,2016,9,-3,"acceptable:negative","Main","Main Rouge",1,1,2,1,1,48.6238532110092,26.1467889908257,4.12844036697248,37.6146788990826,58.7155963302752,20.5,-1,-1,0,-1,-1,1,-1,0,1,0,42.54891,-83.21774
"235","Main3",10848472,"Shocking",90,-2,2022-06-29,2022,6,-2,"acceptable:negative","Main","Main Rouge",2,0,1,1,2,36.6666666666667,36.6666666666667,23.3333333333333,62.2222222222222,36.6666666666667,20.5,-1,-1,-1,-1,0,-1,1,0,1,1,42.54891,-83.21774
"236","Main4.5",10848486,"Seine",199,-3,2016-09-28,2016,9,-3,"acceptable:negative","Main","Main Rouge",2,1,2,0,2,10.5527638190955,4.52261306532663,4.02010050251256,65.8291457286432,72.3618090452261,22,-1,-1,0,-1,-1,-1,-1,1,1,1,42.53718,-83.22861
"237","Main5",10848602,"Seine",97,0,2018-09-28,2018,9,0,"neutral","Main","Main Rouge",2,1,4,1,2,59.7938144329897,42.2680412371134,1.03092783505155,25.7731958762887,52.5773195876289,20.7333333333333,-1,-1,1,-1,0,1,1,0,0,0,42.52219,-83.24692
"238","Main5",10848602,"Shocking",79,-2,2022-06-23,2022,6,-2,"acceptable:negative","Main","Main Rouge",2,2,2,1,2,32.9113924050633,30.379746835443,5.06329113924051,65.8227848101266,53.1645569620253,20.7333333333333,-1,0,0,-1,0,-1,-1,0,1,1,42.52219,-83.24692
"239","Main6",10849438,"Seine",231,-2,2015-09-18,2015,9,-2,"acceptable:negative","Main","Main Rouge",1,2,2,1,1,70.1298701298701,57.1428571428571,0,43.7229437229437,28.5714285714286,33.1,-1,0,0,-1,-1,1,1,0,-1,0,42.47886,-83.2845
"240","Main6",10849438,"Shocking",407,3,2022-07-07,2022,7,3,"acceptable:postive","Main","Main Rouge",2,2,4,1,2,72.7272727272727,59.4594594594595,4.42260442260442,59.4594594594595,31.4496314496315,33.1,-1,0,1,-1,0,1,1,0,1,1,42.47886,-83.2845
"241","Min2",10849378,"Shocking",87,-6,2022-06-16,2022,6,-6,"poor","Upper","Minnow Pond",0,1,2,1,1,36.7816091954023,27.5862068965517,0,16.0919540229885,67.816091954023,15.75,-1,-1,0,-1,-1,-1,-1,1,-1,0,42.493065,-83.37734
"242","MN-2",10849618,"Seine",133,-4,2022-06-23,2022,6,-4,"poor","Main","Main Rouge",0,1,0,1,0,98.4962406015038,98.4962406015038,0,99.2481203007519,0.75187969924812,34.6333333333334,-1,-1,-1,-1,-1,1,1,-1,-1,1,42.399722,-83.271389
"243","MN-2",10849618,"Seine",143,-5,2017-09-14,2017,9,-5,"poor","Main","Main Rouge",0,1,0,1,0,99.3006993006993,97.2027972027972,0,2.0979020979021,2.0979020979021,34.6333333333334,-1,-1,-1,-1,-1,1,1,-1,-1,0,42.399722,-83.271389
"244","MN-2",10849618,"Seine",162,-4,2020-07-31,2020,7,-4,"poor","Main","Main Rouge",0,1,2,1,0,99.3827160493827,91.9753086419753,0,1.23456790123457,8.02469135802469,34.6333333333334,-1,-1,0,-1,-1,1,1,-1,-1,0,42.399722,-83.271389
"245","MN-2",10849618,"Seine",384,-6,2016-09-15,2016,9,-6,"poor","Main","Main Rouge",0,1,0,0,0,100,94.7916666666667,0,0,5.20833333333333,34.6333333333334,-1,-1,-1,-1,-1,1,1,-1,-1,-1,42.399722,-83.271389
"246","MN-2",10849618,"Shocking",34,-4,2022-06-23,2022,6,-12,"poorlowfish","Main","Main Rouge",0,1,1,1,0,94.1176470588235,94.1176470588235,0,97.0588235294118,5.88235294117647,34.6333333333334,-1,-1,-1,-1,-1,1,1,-1,-1,1,42.399722,-83.271389
"247","MN-5",10849484,"Seine",157,0,2017-09-14,2017,9,0,"neutral","Main","Main Rouge",2,2,4,1,1,84.0764331210191,39.4904458598726,1.91082802547771,19.7452229299363,49.6815286624204,23.7166666666667,-1,0,1,-1,-1,1,1,0,0,0,42.443614,-83.284906
"248","MN-5",10849484,"Shocking",63,2,2022-07-27,2022,7,2,"acceptable:postive","Main","Main Rouge",1,2,4,1,1,65.0793650793651,49.2063492063492,19.047619047619,55.5555555555556,31.7460317460317,23.7166666666667,-1,0,1,-1,-1,1,1,0,1,1,42.443614,-83.284906
"249","MN-6",10849618,"Seine",56,-4,2018-09-28,2018,9,-4,"poor","Main","Main Rouge",0,1,2,1,0,94.6428571428571,10.7142857142857,0,7.14285714285714,89.2857142857143,27.4222222222222,-1,-1,0,-1,-1,1,-1,1,-1,0,42.431922,-83.271534
"250","MN-7",10850152,"Seine",226,-5,2016-09-15,2016,9,-5,"poor","Main","Main Rouge",0,1,0,0,0,97.3451327433628,96.0176991150443,0,2.21238938053097,3.98230088495575,15,-1,-1,-1,-1,-1,1,1,-1,-1,0,42.348736,-83.24721
"251","MN-7a",10850152,"Seine",130,-4,2021-08-20,2021,8,-4,"poor","Main","Main Rouge",0,1,3,1,0,57.6923076923077,56.1538461538462,0,0.769230769230769,43.8461538461538,67.2333333333333,-1,-1,0,-1,-1,1,1,0,-1,-1,42.3460164,-83.2470989
"252","MN-7a",10850152,"Seine",179,-4,2020-07-31,2020,7,-4,"poor","Main","Main Rouge",1,1,0,1,1,80.4469273743017,76.536312849162,0,5.58659217877095,23.463687150838,67.2333333333333,-1,-1,-1,-1,-1,1,1,0,-1,0,42.3460164,-83.2470989
"253","MN-7a",10850152,"Seine",260,-5,2017-09-15,2017,9,-5,"poor","Main","Main Rouge",0,1,0,1,0,93.8461538461538,91.1538461538461,0,5.76923076923077,8.84615384615385,67.2333333333333,-1,-1,-1,-1,-1,1,1,-1,-1,0,42.3460164,-83.2470989
"254","MN-7a",10850152,"Shocking",168,0,2022-07-27,2022,7,0,"neutral","Main","Main Rouge",1,1,4,1,1,81.547619047619,79.1666666666667,1.19047619047619,55.952380952381,17.8571428571429,67.2333333333333,-1,-1,1,-1,-1,1,1,0,0,1,42.3460164,-83.2470989
"255","MR-11",10850156,"Seine",153,-3,2016-06-17,2016,6,-3,"acceptable:negative","Middle","Middle Rouge",1,1,2,1,1,43.7908496732026,15.6862745098039,1.30718954248366,15.6862745098039,83.0065359477124,32.2333333333333,-1,-1,0,-1,-1,1,-1,1,0,0,42.34516,-83.3629
"256","MR-11",10850156,"Seine",216,-2,2023-06-22,2023,6,-2,"acceptable:negative","Middle","Middle Rouge",4,2,4,1,2,37.037037037037,24.0740740740741,2.31481481481481,27.3148148148148,73.1481481481482,32.2333333333333,-1,0,1,-1,0,-1,-1,1,0,0,42.34516,-83.3629
"257","MR-11",10850156,"Seine",35,-6,2014-09-26,2014,9,-12,"poorlowfish","Middle","Middle Rouge",1,1,1,0,0,60,11.4285714285714,0,0,88.5714285714286,32.2333333333333,-1,-1,-1,-1,-1,1,-1,1,-1,-1,42.34516,-83.3629
"258","MR-11",10850156,"Seine",47,0,2022-07-05,2022,7,-12,"poorlowfish","Middle","Middle Rouge",3,2,2,1,2,48.936170212766,25.531914893617,8.51063829787234,38.2978723404255,65.9574468085106,32.2333333333333,-1,0,0,-1,0,1,-1,1,1,0,42.34516,-83.3629
"259","MR-11",10850156,"Seine",66,-4,2015-07-10,2015,7,-4,"poor","Middle","Middle Rouge",1,2,0,1,0,75.7575757575758,4.54545454545455,0,16.6666666666667,95.4545454545455,32.2333333333333,-1,0,-1,-1,-1,1,-1,1,-1,0,42.34516,-83.3629
"260","MR-11",10850156,"Shocking",44,-5,2022-07-05,2022,7,-12,"poorlowfish","Middle","Middle Rouge",2,1,3,1,1,27.2727272727273,25,15.9090909090909,15.9090909090909,59.0909090909091,32.2333333333333,-1,-1,0,-1,-1,-1,-1,0,1,0,42.34516,-83.3629
"261","MR-12",10850156,"Seine",114,-2,2015-08-28,2015,8,-2,"acceptable:negative","Middle","Middle Rouge",1,2,0,1,0,64.9122807017544,31.578947368421,0,32.4561403508772,65.7894736842105,37.7,-1,0,-1,-1,-1,1,1,1,-1,0,42.338141,-83.344644
"262","MR-12",10850156,"Seine",116,-4,2016-06-24,2016,6,-4,"poor","Middle","Middle Rouge",0,2,0,1,0,62.0689655172414,20.6896551724138,0,18.1034482758621,78.448275862069,37.7,-1,0,-1,-1,-1,1,-1,1,-1,0,42.338141,-83.344644
"263","MR-13",10850156,"Seine",22,-1,2015-07-10,2015,7,-12,"poorlowfish","Middle","Middle Rouge",0,1,2,1,0,77.2727272727273,68.1818181818182,4.54545454545455,31.8181818181818,27.2727272727273,37.7,-1,-1,0,-1,-1,1,1,0,1,0,42.34432,-83.26865
"264","MR-13",10850156,"Seine",59,-4,2016-06-24,2016,6,-4,"poor","Middle","Middle Rouge",0,1,1,1,0,74.5762711864407,40.6779661016949,0,28.8135593220339,59.3220338983051,37.7,-1,-1,-1,-1,-1,1,1,0,-1,0,42.34432,-83.26865
"265","MR-13",10850156,"Seine",8,-6,2014-09-26,2014,9,-12,"poorlowfish","Middle","Middle Rouge",0,1,0,0,0,100,0,0,0,100,37.7,-1,-1,-1,-1,-1,1,-1,1,-1,-1,42.34432,-83.26865
"266","MR-15",10850156,"Seine",81,-4,2016-06-24,2016,6,-4,"poor","Middle","Middle Rouge",1,1,0,1,0,88.8888888888889,49.3827160493827,0,16.0493827160494,50.6172839506173,48.4,-1,-1,-1,-1,-1,1,1,0,-1,0,42.33098,-83.247152
"267","MR-15",10850156,"Shocking",21,-3,2022-06-22,2022,6,-12,"poorlowfish","Middle","Middle Rouge",2,2,3,0,1,19.047619047619,9.52380952380952,9.52380952380952,19.047619047619,80.952380952381,48.4,-1,0,0,-1,-1,-1,-1,1,1,0,42.33098,-83.247152
"268","MR-16",10849658,"Seine",13,-5,2015-07-11,2015,7,-12,"poorlowfish","Middle","Tonquish Creek",0,1,1,1,0,84.6153846153846,23.0769230769231,0,30.7692307692308,76.9230769230769,15,-1,-1,-1,-1,-1,1,-1,1,-1,0,42.3519,-83.375
"269","MR-17",10849642,"Seine",139,3,2015-07-11,2015,7,3,"acceptable:postive","Middle","Middle Rouge",4,2,4,1,4,85.6115107913669,48.9208633093525,3.59712230215827,28.7769784172662,45.3237410071942,20,-1,0,1,-1,1,1,1,0,1,0,42.370466,-83.437574
"270","MR-17",10849642,"Seine",72,-1,2016-06-16,2016,6,-1,"acceptable:negative","Middle","Middle Rouge",4,2,4,1,3,26.3888888888889,13.8888888888889,4.16666666666667,11.1111111111111,79.1666666666667,20,-1,0,1,-1,0,-1,-1,1,1,0,42.370466,-83.437574
"271","MR-18",10849622,"Seine",165,2,2015-07-11,2015,7,2,"acceptable:postive","Middle","Middle Rouge",4,2,4,1,3,66.6666666666667,62.4242424242424,9.6969696969697,21.2121212121212,26.6666666666667,30.1166666666666,-1,0,1,-1,0,1,1,0,1,0,42.390248,-83.466365
"272","MR-18",10849622,"Seine",83,-3,2023-06-22,2023,6,-3,"acceptable:negative","Middle","Middle Rouge",4,1,4,1,4,18.0722891566265,18.0722891566265,59.0361445783133,21.6867469879518,22.8915662650602,30.1166666666666,-1,-1,1,-1,0,-1,-1,0,1,0,42.390248,-83.466365
"273","MR-18",10849622,"Shocking",102,0,2022-08-09,2022,8,0,"neutral","Middle","Middle Rouge",2,1,6,1,2,43.1372549019608,41.1764705882353,51.9607843137255,22.5490196078431,6.86274509803922,30.1166666666666,-1,-1,1,-1,0,1,1,-1,1,0,42.390248,-83.466365
"274","MR-20",10849566,"Seine",168,0,2015-06-19,2015,6,0,"neutral","Middle","Middle Rouge",4,2,3,1,5,24.4047619047619,23.8095238095238,5.35714285714286,79.1666666666667,67.2619047619048,25,-1,0,0,-1,1,-1,-1,1,1,1,42.411952,-83.471703
"275","MR-20",10849566,"Seine",186,2,2023-06-21,2023,6,2,"acceptable:postive","Middle","Middle Rouge",3,2,3,1,4,55.3763440860215,49.4623655913978,31.1827956989247,60.2150537634409,19.3548387096774,25,-1,0,0,-1,0,1,1,0,1,1,42.411952,-83.471703
"276","MR-4",10849648,"Seine",113,-2,2014-09-26,2014,9,-2,"acceptable:negative","Middle","Middle Rouge",2,1,2,1,1,54.8672566371681,53.9823008849557,2.65486725663717,3.53982300884956,43.3628318584071,28,-1,-1,0,-1,-1,1,1,0,0,0,42.359863,-83.40045
"277","MR-4",10849648,"Seine",118,-7,2015-07-10,2015,7,-7,"poor","Middle","Middle Rouge",1,1,1,1,0,22.0338983050847,21.1864406779661,0,4.23728813559322,78.8135593220339,28,-1,-1,-1,-1,-1,-1,-1,1,-1,0,42.359863,-83.40045
"278","MR-4",10849648,"Seine",23,-3,2022-06-06,2022,6,-12,"poorlowfish","Middle","Middle Rouge",3,0,4,0,2,0,0,26.0869565217391,0,73.9130434782609,28,-1,-1,1,-1,0,-1,-1,1,1,-1,42.359863,-83.40045
"279","MR-4",10849648,"Seine",96,-7,2016-06-16,2016,6,-7,"poor","Middle","Middle Rouge",1,1,1,1,0,26.0416666666667,25,0,2.08333333333333,75,28,-1,-1,-1,-1,-1,-1,-1,1,-1,0,42.359863,-83.40045
"280","MR-4",10849648,"Shocking",41,-4,2022-07-13,2022,7,-12,"poorlowfish","Middle","Middle Rouge",3,0,4,0,2,4.8780487804878,12.1951219512195,43.9024390243902,0,39.0243902439024,28,-1,-1,1,-1,0,-1,-1,0,1,-1,42.359863,-83.40045
"281","MR-8",10850156,"Seine",89,-3,2016-06-17,2016,6,-3,"acceptable:negative","Middle","Middle Rouge",0,1,2,1,0,69.6629213483146,37.0786516853933,0,25.8426966292135,61.7977528089888,33,-1,-1,0,-1,-1,1,1,0,-1,0,42.34893,-83.31455
"282","MR-9",10850156,"Seine",46,-4,2016-06-17,2016,6,-12,"poorlowfish","Middle","Middle Rouge",0,1,0,1,0,82.6086956521739,80.4347826086957,0,26.0869565217391,19.5652173913043,41.8666666666667,-1,-1,-1,-1,-1,1,1,0,-1,0,42.34732,-83.29135
"283","MR-9",10850156,"Shocking",60,0,2022-07-13,2022,7,0,"neutral","Middle","Middle Rouge",2,0,3,1,1,66.6666666666667,63.3333333333333,5,55,30,41.8666666666667,-1,-1,0,-1,-1,1,1,0,1,1,42.34732,-83.29135
"284","Nott2",10848512,"Seine",175,-5,2021-08-23,2021,8,-5,"poor","Main","Nottingham Creek",0,1,0,0,0,97.7142857142857,92.5714285714286,0,38.8571428571429,5.14285714285714,10,-1,-1,-1,-1,-1,1,1,-1,-1,0,42.527109,-83.267861
"285","Nott2",10848512,"Seine",93,-4,2019-06-19,2019,6,-4,"poor","Main","Nottingham Creek",0,1,1,0,0,97.8494623655914,92.4731182795699,0,13.9784946236559,6.45161290322581,10,-1,-1,0,-1,-1,1,1,-1,-1,0,42.527109,-83.267861
"286","Peb2",10848526,"Shocking",120,-4,2022-06-30,2022,6,-4,"poor","Main","Pebble Creek",0,0,1,1,0,99.1666666666667,98.3333333333333,0,80.8333333333333,1.66666666666667,16.1,-1,-1,-1,-1,-1,1,1,-1,-1,1,42.51521,-83.34402
"287","Peb3",10848526,"Seine",179,-3,2023-06-27,2023,6,-3,"acceptable:negative","Main","Pebble Creek",0,0,1,1,0,63.6871508379888,63.6871508379888,0.558659217877095,60.8938547486033,20.1117318435754,15,-1,-1,-1,-1,-1,1,1,0,-1,1,42.500849,-83.324474
"288","See3",10848516,"Seine",112,0,2018-06-14,2018,6,0,"neutral","Upper","Seeley Creek",0,1,2,1,1,83.0357142857143,70.5357142857143,0,22.3214285714286,29.4642857142857,9.23333333333333,-1,-1,1,0,0,1,1,0,-1,0,42.51073,-83.4304
"289","See3",10848516,"Seine",209,1,2020-07-29,2020,7,1,"acceptable:postive","Upper","Seeley Creek",0,1,3,1,1,65.0717703349282,54.066985645933,1.43540669856459,46.4114832535885,31.578947368421,9.23333333333333,-1,-1,1,0,0,1,1,0,0,0,42.51073,-83.4304
"290","See3",10848516,"Seine",98,-1,2022-06-15,2022,6,-1,"acceptable:negative","Upper","Seeley Creek",1,1,1,1,0,70.4081632653061,66.3265306122449,0,48.9795918367347,28.5714285714286,9.23333333333333,-1,-1,0,0,-1,1,1,0,-1,1,42.51073,-83.4304
